dt,dataset,N2O_ppb,d15Nbulk_permil,d18O_permil,SP_permil,sd_N2O_ppb,sd_d15Nbulk_permil,sd_d18O_permil,sd_SP_permil,CO_ppb,CH4_ppb,CO2_ppm
1997.1935483870968,Park_Archive,312.9,7.536122377439402,44.18,17.02657891105799,,0.15,0.24,1.2,,,
1997.1935483870968,Park_Archive,312.7,7.506122377439403,44.23,16.08657891105799,,0.15,0.24,1.2,,,
1997.5537634408604,Park_Archive,312.6,7.506122377439403,44.53,18.09657891105799,,0.15,0.24,1.2,,,
1997.3467741935483,Park_Archive,312.1,7.526122377439402,44.39,15.066578911057992,,0.15,0.24,1.2,,,
1998.268817204301,Park_Archive,312.6,7.4761223774394026,44.48,19.706578911057992,,0.15,0.24,1.2,,,
1997.9516129032259,Park_Archive,312.9,7.4761223774394026,44.92,20.71657891105799,,0.15,0.24,1.2,,,
1998.7016129032259,Park_Archive,313.4,7.3561223774394024,44.6,18.32657891105799,,0.15,0.24,1.2,,,
1999.1908602150538,Park_Archive,313.5,7.4361223774394025,44.59,18.39657891105799,,0.15,0.24,1.2,,,
1999.2016129032259,Park_Archive,314.3,7.656122377439402,44.43,20.46657891105799,,0.15,0.24,1.2,,,
1999.6801075268816,Park_Archive,314.6,7.456122377439403,44.24,19.41657891105799,,0.15,0.24,1.2,,,
2000.3172043010752,Park_Archive,315.1,7.386122377439403,44.95,18.296578911057992,,0.15,0.24,1.2,,,
2000.5860215053765,Park_Archive,315.0,7.546122377439403,44.02,21.03657891105799,,0.15,0.24,1.2,,,
2001.5698924731184,Park_Archive,315.7,7.456122377439403,44.24,18.08657891105799,,0.15,0.24,1.2,,,
2001.4516129032259,Park_Archive,316.2,7.506122377439403,44.07,16.19657891105799,,0.15,0.24,1.2,,,
2002.0806451612902,Park_Archive,316.1,7.576122377439402,44.49,15.60657891105799,,0.15,0.24,0.85,,,
2003.029569892473,Park_Archive,316.4,7.426122377439403,44.9,17.75657891105799,,0.15,0.24,1.2,,,
2003.5994623655913,Park_Archive,317.0,7.1861223774394025,44.38,14.11657891105799,,0.15,0.24,1.2,,,
2004.9166666666667,Park_Archive,318.8,7.406122377439402,43.9,17.47657891105799,,0.15,0.24,1.2,,,
2005.3736559139784,Park_Archive,318.5,7.616122377439402,44.23,20.75657891105799,,0.15,0.24,1.2,,,
2005.0916666666667,GAW,317.92,,,,0.51,,,,,,
2005.0944444444444,GAW,317.92,,,,0.54,,,,,,
2005.0972222222222,GAW,318.07,,,,0.46,,,,,,
2005.1,GAW,318.06,,,,0.64,,,,,,
2005.1027777777776,GAW,318.01,,,,0.55,,,,,,
2005.1055555555554,GAW,318.34,,,,0.51,,,,,,
2005.1083333333333,GAW,318.07,,,,0.72,,,,,,
2005.111111111111,GAW,318.3,,,,0.82,,,,,,
2005.1138888888888,GAW,318.36,,,,2.12,,,,,,
2005.1166666666666,GAW,317.95,,,,1.44,,,,,,
2005.1194444444443,GAW,318.39,,,,0.93,,,,,,
2005.122222222222,GAW,319.13,,,,0.88,,,,,,
2005.125,GAW,318.88,,,,1.2,,,,,,
2005.1277777777777,GAW,318.71,,,,0.66,,,,,,
2005.1305555555555,GAW,318.11,,,,0.81,,,,,,
2005.1333333333332,GAW,318.7,,,,0.84,,,,,,
2005.136111111111,GAW,318.73,,,,0.87,,,,,,
2005.138888888889,GAW,318.76,,,,0.92,,,,,,
2005.1416666666667,GAW,319.37,,,,0.8,,,,,,
2005.1444444444444,GAW,319.0,,,,0.8,,,,,,
2005.1472222222221,GAW,319.32,,,,1.32,,,,,,
2005.1499999999999,GAW,319.33,,,,0.69,,,,,,
2005.1527777777776,GAW,318.88,,,,1.15,,,,,,
2005.1555555555556,GAW,319.23,,,,1.47,,,,,,
2005.1583333333333,GAW,319.51,,,,1.32,,,,,,
2005.1666666666667,GAW,318.13,,,,0.85,,,,,,
2005.1694444444445,GAW,318.08,,,,0.64,,,,,,
2005.1722222222222,GAW,318.5,,,,0.68,,,,,,
2005.1750000000002,GAW,318.48,,,,0.48,,,,,,
2005.177777777778,GAW,318.71,,,,0.84,,,,,,
2005.1805555555557,GAW,319.1,,,,1.03,,,,,,
2005.1833333333334,GAW,318.48,,,,0.53,,,,,,
2005.1861111111111,GAW,318.25,,,,0.82,,,,,,
2005.1888888888889,GAW,318.26,,,,0.67,,,,,,
2005.1916666666668,GAW,318.23,,,,0.47,,,,,,
2005.1944444444446,GAW,317.95,,,,0.83,,,,,,
2005.1972222222223,GAW,317.98,,,,1.53,,,,,,
2005.2,GAW,318.3,,,,0.98,,,,,,
2005.2027777777778,GAW,318.01,,,,0.98,,,,,,
2005.2055555555555,GAW,318.21,,,,0.7,,,,,,
2005.2083333333335,GAW,318.2,,,,1.15,,,,,,
2005.2111111111112,GAW,318.12,,,,0.8,,,,,,
2005.213888888889,GAW,318.38,,,,0.74,,,,,,
2005.2166666666667,GAW,318.23,,,,0.6,,,,,,
2005.2194444444444,GAW,318.19,,,,0.69,,,,,,
2005.2222222222224,GAW,318.31,,,,0.55,,,,,,
2005.2250000000001,GAW,318.37,,,,1.06,,,,,,
2005.2277777777779,GAW,318.36,,,,0.69,,,,,,
2005.2305555555556,GAW,318.73,,,,0.94,,,,,,
2005.2333333333333,GAW,318.33,,,,0.75,,,,,,
2005.236111111111,GAW,320.14,,,,1.51,,,,,,
2005.238888888889,GAW,319.62,,,,1.35,,,,,,
2005.2416666666668,GAW,318.38,,,,0.99,,,,,,
2005.2444444444445,GAW,318.49,,,,0.55,,,,,,
2005.2472222222223,GAW,318.48,,,,0.6,,,,,,
2005.25,GAW,318.65,,,,0.54,,,,,,
2005.25,GAW,318.54,,,,0.63,,,,,,
2005.2527777777777,GAW,318.3,,,,0.9,,,,,,
2005.2555555555555,GAW,318.07,,,,0.68,,,,,,
2005.2583333333334,GAW,318.19,,,,0.76,,,,,,
2005.2611111111112,GAW,318.66,,,,0.75,,,,,,
2005.263888888889,GAW,318.55,,,,0.71,,,,,,
2005.2666666666667,GAW,319.48,,,,1.92,,,,,,
2005.2694444444444,GAW,319.96,,,,0.75,,,,,,
2005.2722222222221,GAW,319.07,,,,1.11,,,,,,
2005.275,GAW,318.96,,,,0.72,,,,,,
2005.2777777777778,GAW,318.73,,,,0.94,,,,,,
2005.2805555555556,GAW,318.36,,,,0.42,,,,,,
2005.2833333333333,GAW,318.73,,,,0.7,,,,,,
2005.286111111111,GAW,319.11,,,,0.66,,,,,,
2005.2888888888888,GAW,319.53,,,,0.76,,,,,,
2005.2916666666667,GAW,318.71,,,,0.88,,,,,,
2005.2944444444445,GAW,319.75,,,,1.26,,,,,,
2005.2972222222222,GAW,318.97,,,,0.98,,,,,,
2005.3,GAW,318.91,,,,1.3,,,,,,
2005.3027777777777,GAW,318.6,,,,0.52,,,,,,
2005.3055555555557,GAW,318.62,,,,1.03,,,,,,
2005.3083333333334,GAW,318.13,,,,0.77,,,,,,
2005.3111111111111,GAW,318.03,,,,0.85,,,,,,
2005.3138888888889,GAW,319.4,,,,1.25,,,,,,
2005.3166666666666,GAW,318.94,,,,0.91,,,,,,
2005.3194444444443,GAW,318.41,,,,1.0,,,,,,
2005.3222222222223,GAW,318.64,,,,0.71,,,,,,
2005.325,GAW,318.42,,,,0.66,,,,,,
2005.3277777777778,GAW,318.58,,,,0.6,,,,,,
2005.3305555555555,GAW,318.33,,,,0.6,,,,,,
2005.3333333333333,GAW,318.51,,,,0.63,,,,,,
2005.336111111111,GAW,318.7,,,,0.85,,,,,,
2005.3388888888887,GAW,320.11,,,,0.79,,,,,,
2005.3583333333333,GAW,318.74,,,,0.61,,,,,,
2005.361111111111,GAW,318.23,,,,0.87,,,,,,
2005.3638888888888,GAW,318.98,,,,0.72,,,,,,
2005.3666666666666,GAW,318.49,,,,1.01,,,,,,
2005.3694444444443,GAW,318.77,,,,0.98,,,,,,
2005.372222222222,GAW,318.5,,,,0.58,,,,,,
2005.375,GAW,319.11,,,,0.77,,,,,,
2005.3777777777777,GAW,318.91,,,,0.53,,,,,,
2005.3805555555555,GAW,319.29,,,,0.97,,,,,,
2005.3833333333332,GAW,318.32,,,,0.67,,,,,,
2005.386111111111,GAW,318.43,,,,0.76,,,,,,
2005.388888888889,GAW,319.0,,,,1.02,,,,,,
2005.3916666666667,GAW,319.59,,,,0.89,,,,,,
2005.3944444444444,GAW,319.11,,,,0.7,,,,,,
2005.3972222222221,GAW,318.33,,,,0.66,,,,,,
2005.3999999999999,GAW,318.46,,,,0.62,,,,,,
2005.4027777777776,GAW,318.49,,,,0.79,,,,,,
2005.4055555555556,GAW,318.9,,,,0.68,,,,,,
2005.4083333333333,GAW,319.49,,,,0.76,,,,,,
2005.411111111111,GAW,319.05,,,,0.72,,,,,,
2005.4138888888888,GAW,319.17,,,,1.05,,,,,,
2005.4166666666665,GAW,318.06,,,,0.75,,,,,,
2005.4166666666667,GAW,318.22,,,,0.85,,,,,,
2005.4194444444445,GAW,318.44,,,,0.65,,,,,,
2005.4222222222222,GAW,318.35,,,,0.82,,,,,,
2005.4250000000002,GAW,318.33,,,,0.81,,,,,,
2005.427777777778,GAW,317.83,,,,0.68,,,,,,
2005.4305555555557,GAW,318.27,,,,0.7,,,,,,
2005.4333333333334,GAW,318.4,,,,0.81,,,,,,
2005.4361111111111,GAW,317.67,,,,0.7,,,,,,
2005.4388888888889,GAW,317.74,,,,0.81,,,,,,
2005.4416666666668,GAW,317.93,,,,0.89,,,,,,
2005.4444444444446,GAW,318.08,,,,0.76,,,,,,
2005.4472222222223,GAW,318.22,,,,0.78,,,,,,
2005.45,GAW,318.27,,,,0.76,,,,,,
2005.4527777777778,GAW,318.99,,,,0.96,,,,,,
2005.4555555555555,GAW,318.64,,,,0.65,,,,,,
2005.4583333333335,GAW,318.31,,,,0.81,,,,,,
2005.4611111111112,GAW,318.07,,,,1.05,,,,,,
2005.463888888889,GAW,318.16,,,,0.62,,,,,,
2005.4666666666667,GAW,318.38,,,,0.78,,,,,,
2005.4694444444444,GAW,318.31,,,,0.77,,,,,,
2005.4722222222224,GAW,318.25,,,,0.71,,,,,,
2005.4750000000001,GAW,318.46,,,,0.69,,,,,,
2005.4777777777779,GAW,318.76,,,,0.79,,,,,,
2005.4805555555556,GAW,318.73,,,,0.93,,,,,,
2005.4833333333333,GAW,318.32,,,,0.56,,,,,,
2005.486111111111,GAW,318.28,,,,0.69,,,,,,
2005.488888888889,GAW,318.07,,,,0.87,,,,,,
2005.4916666666668,GAW,318.56,,,,0.62,,,,,,
2005.4944444444445,GAW,318.17,,,,0.96,,,,,,
2005.4972222222223,GAW,318.3,,,,0.72,,,,,,
2005.5,GAW,318.35,,,,0.89,,,,,,
2005.5027777777777,GAW,318.28,,,,0.64,,,,,,
2005.5055555555555,GAW,318.32,,,,0.58,,,,,,
2005.5083333333334,GAW,318.58,,,,0.75,,,,,,
2005.5111111111112,GAW,318.0,,,,0.94,,,,,,
2005.513888888889,GAW,317.92,,,,0.97,,,,,,
2005.5166666666667,GAW,318.11,,,,0.93,,,,,,
2005.5194444444444,GAW,318.43,,,,0.89,,,,,,
2005.5222222222221,GAW,318.61,,,,0.68,,,,,,
2005.525,GAW,318.73,,,,0.74,,,,,,
2005.5277777777778,GAW,318.26,,,,0.94,,,,,,
2005.5305555555556,GAW,318.51,,,,0.7,,,,,,
2005.5333333333333,GAW,318.42,,,,0.71,,,,,,
2005.536111111111,GAW,318.21,,,,0.63,,,,,,
2005.5388888888888,GAW,318.14,,,,0.61,,,,,,
2005.5416666666667,GAW,318.42,,,,0.56,,,,,,
2005.5472222222222,GAW,318.6,,,,1.33,,,,,,
2005.55,GAW,317.74,,,,0.85,,,,,,
2005.5527777777777,GAW,317.23,,,,0.68,,,,,,
2005.5555555555557,GAW,318.1,,,,0.66,,,,,,
2005.5583333333334,GAW,318.09,,,,0.67,,,,,,
2005.5611111111111,GAW,318.11,,,,0.65,,,,,,
2005.5638888888889,GAW,318.12,,,,0.86,,,,,,
2005.5666666666666,GAW,318.46,,,,0.94,,,,,,
2005.5694444444443,GAW,318.79,,,,0.86,,,,,,
2005.5722222222223,GAW,318.77,,,,0.79,,,,,,
2005.575,GAW,319.26,,,,1.11,,,,,,
2005.5777777777778,GAW,319.51,,,,1.41,,,,,,
2005.5805555555555,GAW,319.03,,,,0.89,,,,,,
2005.5833333333333,GAW,318.54,,,,0.64,,,,,,
2005.5833333333333,GAW,319.02,,,,1.01,,,,,,
2005.586111111111,GAW,319.05,,,,0.88,,,,,,
2005.5888888888887,GAW,319.95,,,,1.2,,,,,,
2005.5916666666667,GAW,318.99,,,,0.79,,,,,,
2005.5944444444444,GAW,318.3,,,,0.73,,,,,,
2005.5972222222222,GAW,318.76,,,,0.91,,,,,,
2005.6,GAW,319.04,,,,0.74,,,,,,
2005.6027777777776,GAW,318.72,,,,0.79,,,,,,
2005.6055555555554,GAW,318.92,,,,0.73,,,,,,
2005.6083333333333,GAW,318.12,,,,-999.99,,,,,,
2005.611111111111,GAW,319.04,,,,0.7,,,,,,
2005.6138888888888,GAW,318.65,,,,0.79,,,,,,
2005.6166666666666,GAW,319.08,,,,0.74,,,,,,
2005.6194444444443,GAW,318.72,,,,1.03,,,,,,
2005.622222222222,GAW,319.5,,,,1.27,,,,,,
2005.625,GAW,319.06,,,,0.9,,,,,,
2005.6277777777777,GAW,319.05,,,,0.74,,,,,,
2005.6305555555555,GAW,319.04,,,,0.87,,,,,,
2005.6333333333332,GAW,319.29,,,,0.93,,,,,,
2005.636111111111,GAW,318.76,,,,0.69,,,,,,
2005.638888888889,GAW,320.03,,,,1.38,,,,,,
2005.6416666666667,GAW,320.72,,,,1.47,,,,,,
2005.6472222222221,GAW,318.92,,,,1.06,,,,,,
2005.6499999999999,GAW,319.24,,,,1.18,,,,,,
2005.6527777777776,GAW,318.48,,,,1.36,,,,,,
2005.6555555555556,GAW,318.18,,,,0.73,,,,,,
2005.6583333333333,GAW,318.96,,,,0.57,,,,,,
2005.661111111111,GAW,318.94,,,,0.73,,,,,,
2005.6638888888888,GAW,319.15,,,,0.8,,,,,,
2005.6666666666665,GAW,319.51,,,,0.98,,,,,,
2005.6666666666667,GAW,319.63,,,,0.84,,,,,,
2005.6694444444445,GAW,319.15,,,,0.67,,,,,,
2005.6722222222222,GAW,319.14,,,,0.8,,,,,,
2005.6750000000002,GAW,319.22,,,,0.75,,,,,,
2005.677777777778,GAW,319.13,,,,0.89,,,,,,
2005.6805555555557,GAW,319.87,,,,0.99,,,,,,
2005.6833333333334,GAW,319.79,,,,1.11,,,,,,
2005.6861111111111,GAW,318.89,,,,1.05,,,,,,
2005.6888888888889,GAW,319.05,,,,0.89,,,,,,
2005.6916666666668,GAW,319.58,,,,0.86,,,,,,
2005.6944444444446,GAW,318.86,,,,0.73,,,,,,
2005.6972222222223,GAW,318.87,,,,0.72,,,,,,
2005.7,GAW,319.21,,,,1.15,,,,,,
2005.7027777777778,GAW,319.55,,,,0.89,,,,,,
2005.7055555555555,GAW,318.98,,,,0.89,,,,,,
2005.7083333333335,GAW,319.38,,,,0.9,,,,,,
2005.7111111111112,GAW,319.57,,,,0.77,,,,,,
2005.713888888889,GAW,319.45,,,,0.87,,,,,,
2005.7166666666667,GAW,319.93,,,,0.83,,,,,,
2005.7194444444444,GAW,319.44,,,,0.9,,,,,,
2005.7222222222224,GAW,319.56,,,,0.85,,,,,,
2005.7250000000001,GAW,320.12,,,,0.92,,,,,,
2005.7277777777779,GAW,319.68,,,,0.8,,,,,,
2005.7305555555556,GAW,319.82,,,,0.96,,,,,,
2005.7333333333333,GAW,319.58,,,,0.97,,,,,,
2005.736111111111,GAW,320.1,,,,0.75,,,,,,
2005.738888888889,GAW,319.74,,,,1.52,,,,,,
2005.7416666666668,GAW,319.42,,,,0.67,,,,,,
2005.7444444444445,GAW,319.41,,,,0.59,,,,,,
2005.7472222222223,GAW,319.18,,,,0.62,,,,,,
2005.75,GAW,319.31,,,,0.55,,,,,,
2005.7527777777777,GAW,319.25,,,,0.64,,,,,,
2005.7555555555555,GAW,319.41,,,,0.67,,,,,,
2005.7583333333334,GAW,319.21,,,,0.86,,,,,,
2005.7611111111112,GAW,319.6,,,,0.95,,,,,,
2005.763888888889,GAW,319.58,,,,0.76,,,,,,
2005.7666666666667,GAW,319.77,,,,0.7,,,,,,
2005.7694444444444,GAW,319.45,,,,0.62,,,,,,
2005.7722222222221,GAW,319.56,,,,0.59,,,,,,
2005.775,GAW,319.39,,,,0.61,,,,,,
2005.7777777777778,GAW,319.5,,,,0.58,,,,,,
2005.7805555555556,GAW,319.24,,,,0.78,,,,,,
2005.7833333333333,GAW,319.55,,,,0.7,,,,,,
2005.786111111111,GAW,319.09,,,,0.72,,,,,,
2005.7888888888888,GAW,319.24,,,,0.55,,,,,,
2005.7916666666667,GAW,319.38,,,,0.65,,,,,,
2005.7944444444445,GAW,319.55,,,,0.65,,,,,,
2005.7972222222222,GAW,319.41,,,,0.46,,,,,,
2005.8,GAW,319.8,,,,0.65,,,,,,
2005.8027777777777,GAW,319.37,,,,0.6,,,,,,
2005.8055555555557,GAW,319.44,,,,0.72,,,,,,
2005.8083333333334,GAW,319.88,,,,0.75,,,,,,
2005.8111111111111,GAW,319.81,,,,0.92,,,,,,
2005.8138888888889,GAW,319.43,,,,0.56,,,,,,
2005.8166666666666,GAW,319.45,,,,0.63,,,,,,
2005.825,GAW,319.51,,,,0.69,,,,,,
2005.8277777777778,GAW,319.56,,,,0.58,,,,,,
2005.8305555555555,GAW,319.67,,,,0.54,,,,,,
2005.8333333333333,GAW,319.55,,,,0.7,,,,,,
2005.8333333333333,GAW,319.8,,,,0.63,,,,,,
2005.836111111111,GAW,319.78,,,,0.75,,,,,,
2005.8388888888887,GAW,319.69,,,,0.75,,,,,,
2005.8416666666667,GAW,319.94,,,,0.69,,,,,,
2005.8444444444444,GAW,320.56,,,,0.64,,,,,,
2005.85,GAW,319.51,,,,0.35,,,,,,
2005.8527777777776,GAW,319.64,,,,0.58,,,,,,
2005.8555555555554,GAW,319.84,,,,0.22,,,,,,
2005.8583333333333,GAW,319.62,,,,1.24,,,,,,
2005.875,GAW,320.15,,,,0.67,,,,,,
2005.8777777777777,GAW,319.87,,,,0.44,,,,,,
2005.8805555555555,GAW,320.12,,,,0.57,,,,,,
2005.8833333333332,GAW,320.23,,,,0.66,,,,,,
2005.886111111111,GAW,320.32,,,,0.59,,,,,,
2005.888888888889,GAW,320.58,,,,0.69,,,,,,
2005.8916666666667,GAW,320.28,,,,0.94,,,,,,
2005.8944444444444,GAW,321.02,,,,2.19,,,,,,
2005.8972222222221,GAW,320.55,,,,0.89,,,,,,
2005.8999999999999,GAW,320.68,,,,0.78,,,,,,
2005.9027777777776,GAW,320.19,,,,0.57,,,,,,
2005.9055555555556,GAW,320.36,,,,0.45,,,,,,
2005.9083333333333,GAW,320.9,,,,0.51,,,,,,
2005.911111111111,GAW,320.65,,,,0.51,,,,,,
2005.9138888888888,GAW,320.4,,,,0.39,,,,,,
2005.9166666666667,GAW,320.16,,,,0.53,,,,,,
2005.9194444444445,GAW,320.46,,,,0.86,,,,,,
2005.9222222222222,GAW,320.65,,,,0.82,,,,,,
2005.9250000000002,GAW,320.37,,,,1.14,,,,,,
2005.927777777778,GAW,320.59,,,,0.42,,,,,,
2005.9305555555557,GAW,320.43,,,,0.38,,,,,,
2005.9333333333334,GAW,320.53,,,,0.63,,,,,,
2005.9361111111111,GAW,320.37,,,,0.62,,,,,,
2005.9388888888889,GAW,320.38,,,,0.69,,,,,,
2005.9416666666668,GAW,320.16,,,,0.82,,,,,,
2005.9444444444446,GAW,320.08,,,,1.32,,,,,,
2005.9472222222223,GAW,320.21,,,,0.6,,,,,,
2005.95,GAW,320.31,,,,0.57,,,,,,
2005.9527777777778,GAW,320.08,,,,0.45,,,,,,
2005.9555555555555,GAW,320.0,,,,0.4,,,,,,
2005.9583333333335,GAW,320.22,,,,1.0,,,,,,
2005.9611111111112,GAW,320.48,,,,1.03,,,,,,
2005.963888888889,GAW,320.22,,,,0.83,,,,,,
2005.9666666666667,GAW,320.22,,,,0.4,,,,,,
2005.9694444444444,GAW,320.33,,,,0.42,,,,,,
2005.9722222222224,GAW,320.1,,,,0.4,,,,,,
2005.9750000000001,GAW,320.19,,,,0.67,,,,,,
2005.9777777777779,GAW,320.03,,,,0.9,,,,,,
2005.9805555555556,GAW,320.12,,,,0.52,,,,,,
2005.9833333333333,GAW,320.12,,,,0.63,,,,,,
2005.986111111111,GAW,320.13,,,,0.46,,,,,,
2005.988888888889,GAW,320.62,,,,0.78,,,,,,
2005.9916666666668,GAW,320.71,,,,0.74,,,,,,
2005.9944444444445,GAW,320.26,,,,0.56,,,,,,
2005.9972222222223,GAW,320.46,,,,1.26,,,,,,
2006.0,GAW,320.41,,,,0.96,,,,,,
2006.0,GAW,320.13,,,,0.52,,,,,,
2006.0027777777777,GAW,320.23,,,,0.99,,,,,,
2006.0055555555555,GAW,319.99,,,,0.87,,,,,,
2006.0083333333334,GAW,319.99,,,,0.65,,,,,,
2006.0111111111112,GAW,320.43,,,,0.7,,,,,,
2006.013888888889,GAW,320.21,,,,0.55,,,,,,
2006.0166666666667,GAW,320.19,,,,0.61,,,,,,
2006.0194444444444,GAW,319.8,,,,0.61,,,,,,
2006.0222222222221,GAW,319.72,,,,0.61,,,,,,
2006.025,GAW,319.75,,,,0.45,,,,,,
2006.0277777777778,GAW,319.94,,,,0.75,,,,,,
2006.0305555555556,GAW,320.07,,,,0.82,,,,,,
2006.0333333333333,GAW,320.08,,,,0.76,,,,,,
2006.036111111111,GAW,320.07,,,,0.64,,,,,,
2006.0388888888888,GAW,320.05,,,,0.65,,,,,,
2006.0416666666667,GAW,320.2,,,,0.9,,,,,,
2006.0444444444445,GAW,320.38,,,,0.95,,,,,,
2006.0472222222222,GAW,321.54,,,,-999.99,,,,,,
2006.2055555555555,GAW,319.73,,,,0.47,,,,,,
2006.2083333333335,GAW,319.68,,,,0.71,,,,,,
2006.2111111111112,GAW,319.55,,,,0.6,,,,,,
2006.213888888889,GAW,319.55,,,,0.61,,,,,,
2006.2166666666667,GAW,319.58,,,,0.68,,,,,,
2006.2194444444444,GAW,319.75,,,,0.67,,,,,,
2006.2222222222224,GAW,319.82,,,,0.79,,,,,,
2006.2250000000001,GAW,320.21,,,,0.76,,,,,,
2006.2277777777779,GAW,320.39,,,,1.41,,,,,,
2006.2305555555556,GAW,320.56,,,,1.23,,,,,,
2006.2333333333333,GAW,319.82,,,,0.89,,,,,,
2006.236111111111,GAW,319.78,,,,0.9,,,,,,
2006.238888888889,GAW,320.05,,,,0.8,,,,,,
2006.2416666666668,GAW,320.21,,,,1.21,,,,,,
2006.2444444444445,GAW,320.15,,,,1.23,,,,,,
2006.2472222222223,GAW,319.8,,,,1.2,,,,,,
2006.25,GAW,320.14,,,,1.34,,,,,,
2006.25,GAW,319.69,,,,0.87,,,,,,
2006.2527777777777,GAW,319.85,,,,1.03,,,,,,
2006.2555555555555,GAW,319.89,,,,0.69,,,,,,
2006.2583333333334,GAW,319.88,,,,0.84,,,,,,
2006.2611111111112,GAW,320.84,,,,1.26,,,,,,
2006.263888888889,GAW,320.27,,,,0.92,,,,,,
2006.2666666666667,GAW,319.99,,,,0.7,,,,,,
2006.2694444444444,GAW,320.22,,,,0.83,,,,,,
2006.2722222222221,GAW,320.15,,,,1.08,,,,,,
2006.275,GAW,321.31,,,,0.93,,,,,,
2006.2777777777778,GAW,320.42,,,,1.06,,,,,,
2006.2805555555556,GAW,319.85,,,,1.3,,,,,,
2006.2833333333333,GAW,319.76,,,,1.2,,,,,,
