site_gaw_id,year,month,day,hour,minute,second,year,month,day,hour,minute,second,value,value_unc,nvalue,latitude,longitude,altitude,elevation,intake_height,flask_no,ORG_QCflag,QCflag,instrument,measurement_method,scale
CGO,1984,12,1,0,0,0,-999,-9,-9,-9,-9,-9,304.383,0.799,360,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,1,1,0,0,0,-999,-9,-9,-9,-9,-9,304.751,0.598,370,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,2,1,0,0,0,-999,-9,-9,-9,-9,-9,304.617,0.521,279,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,3,1,0,0,0,-999,-9,-9,-9,-9,-9,304.552,0.489,366,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,4,1,0,0,0,-999,-9,-9,-9,-9,-9,304.614,0.588,355,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,5,1,0,0,0,-999,-9,-9,-9,-9,-9,304.495,0.558,358,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,6,1,0,0,0,-999,-9,-9,-9,-9,-9,304.396,0.549,327,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,7,1,0,0,0,-999,-9,-9,-9,-9,-9,304.394,0.598,350,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,8,1,0,0,0,-999,-9,-9,-9,-9,-9,304.046,0.714,225,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,9,1,0,0,0,-999,-9,-9,-9,-9,-9,303.757,0.556,299,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,10,1,0,0,0,-999,-9,-9,-9,-9,-9,303.88,0.555,361,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,11,1,0,0,0,-999,-9,-9,-9,-9,-9,303.779,0.592,252,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1985,12,1,0,0,0,-999,-9,-9,-9,-9,-9,303.891,0.65,349,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,1,1,0,0,0,-999,-9,-9,-9,-9,-9,303.904,0.693,355,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,2,1,0,0,0,-999,-9,-9,-9,-9,-9,303.754,0.636,320,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,3,1,0,0,0,-999,-9,-9,-9,-9,-9,303.642,0.774,364,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,4,1,0,0,0,-999,-9,-9,-9,-9,-9,304.206,1.196,291,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,5,1,0,0,0,-999,-9,-9,-9,-9,-9,304.163,2.198,273,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,6,1,0,0,0,-999,-9,-9,-9,-9,-9,304.841,1.86,320,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,7,1,0,0,0,-999,-9,-9,-9,-9,-9,305.184,1.774,344,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,8,1,0,0,0,-999,-9,-9,-9,-9,-9,304.689,2.761,283,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,9,1,0,0,0,-999,-9,-9,-9,-9,-9,305.234,1.922,323,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,10,1,0,0,0,-999,-9,-9,-9,-9,-9,304.389,1.879,134,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,11,1,0,0,0,-999,-9,-9,-9,-9,-9,304.878,2.456,176,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1986,12,1,0,0,0,-999,-9,-9,-9,-9,-9,305.004,1.788,332,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,1,1,0,0,0,-999,-9,-9,-9,-9,-9,305.074,1.756,336,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,2,1,0,0,0,-999,-9,-9,-9,-9,-9,304.839,2.097,309,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,3,1,0,0,0,-999,-9,-9,-9,-9,-9,305.06,1.474,340,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,4,1,0,0,0,-999,-9,-9,-9,-9,-9,305.11,1.557,257,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,5,1,0,0,0,-999,-9,-9,-9,-9,-9,305.11,1.355,333,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,6,1,0,0,0,-999,-9,-9,-9,-9,-9,305.455,1.317,346,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,7,1,0,0,0,-999,-9,-9,-9,-9,-9,-999.999,-999.999,-9,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,3,1,1,17
CGO,1987,8,1,0,0,0,-999,-9,-9,-9,-9,-9,305.195,1.035,196,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,9,1,0,0,0,-999,-9,-9,-9,-9,-9,305.063,1.248,345,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,10,1,0,0,0,-999,-9,-9,-9,-9,-9,305.361,1.195,303,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,11,1,0,0,0,-999,-9,-9,-9,-9,-9,305.069,1.418,322,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1987,12,1,0,0,0,-999,-9,-9,-9,-9,-9,305.237,1.716,344,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,1,1,0,0,0,-999,-9,-9,-9,-9,-9,305.575,1.452,277,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,2,1,0,0,0,-999,-9,-9,-9,-9,-9,304.979,2.045,338,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,3,1,0,0,0,-999,-9,-9,-9,-9,-9,305.095,1.87,292,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,4,1,0,0,0,-999,-9,-9,-9,-9,-9,305.192,1.618,60,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,5,1,0,0,0,-999,-9,-9,-9,-9,-9,306.229,1.635,69,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
